model,ins_id,param_id,length,format,num,correct,order,total_score
c4ai-command-r-08-2024,0,3,28,0.75,1.0,0.375,1.0,0.7625
c4ai-command-r-08-2024,0,4,28,0.75,1.0,0.20000000000000004,1.0,0.71
c4ai-command-r-08-2024,1,0,28,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,1,28,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,1,2,28,0.0,0.0,0.0,0.5,0.1
c4ai-command-r-08-2024,1,3,28,0.75,1.0,0.375,1.0,0.7625
c4ai-command-r-08-2024,1,4,28,1.0,1.0,0.20000000000000004,1.0,0.76
c4ai-command-r-08-2024,2,0,28,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,1,28,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,2,28,0.75,1.0,0.16666666666666666,0.5,0.6
c4ai-command-r-08-2024,2,3,28,0.75,1.0,0.625,1.0,0.8375
c4ai-command-r-08-2024,2,4,28,0.75,1.0,0.20000000000000004,1.0,0.71
c4ai-command-r-08-2024,3,0,28,1.0,0.3333333333333333,0.0,0.5,0.4
c4ai-command-r-08-2024,3,1,28,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,3,2,28,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
c4ai-command-r-08-2024,3,3,28,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,3,4,28,0.75,1.0,0.20000000000000004,1.0,0.71
c4ai-command-r-08-2024,4,0,28,0.0,1.0,0.0,0.5,0.4
c4ai-command-r-08-2024,4,1,28,0.0,0.5,0.25,0.5,0.325
c4ai-command-r-08-2024,4,2,28,0.0,1.0,0.16666666666666666,0.5,0.45
c4ai-command-r-08-2024,4,3,28,0.0,1.0,0.25,1.0,0.575
c4ai-command-r-08-2024,4,4,28,0.0,1.0,0.3,1.0,0.5900000000000001
c4ai-command-r-08-2024,0,0,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,1,60,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,0,2,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,3,60,0.75,1.0,0.125,0.5,0.5875
c4ai-command-r-08-2024,0,4,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,0,60,0.0,1.0,0.0,0.5,0.4
c4ai-command-r-08-2024,1,1,60,0.0,1.0,0.25,0.5,0.475
c4ai-command-r-08-2024,1,2,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,3,60,0.75,0.25,0.0,0.5,0.325
c4ai-command-r-08-2024,1,4,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,0,60,0.0,0.0,0.0,0.5,0.1
c4ai-command-r-08-2024,2,1,60,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,2,2,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,3,60,0.75,1.0,0.125,0.5,0.5875
c4ai-command-r-08-2024,2,4,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,3,0,60,1.0,0.0,0.0,0.5,0.3
c4ai-command-r-08-2024,3,1,60,0.75,0.0,0.25,0.5,0.325
c4ai-command-r-08-2024,3,2,60,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
c4ai-command-r-08-2024,3,3,60,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,3,4,60,0.75,1.0,0.10000000000000002,0.5,0.58
c4ai-command-r-08-2024,4,0,60,0.0,1.0,0.0,0.5,0.4
c4ai-command-r-08-2024,4,1,60,0.0,1.0,0.25,0.5,0.475
c4ai-command-r-08-2024,4,2,60,0.0,0.5555555555555556,0.0,0.5,0.2666666666666667
c4ai-command-r-08-2024,4,3,60,0.0,1.0,0.125,0.5,0.4375
c4ai-command-r-08-2024,4,4,60,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,0,120,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,0,1,120,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,0,2,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,3,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,4,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,0,120,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,1,1,120,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,1,2,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,3,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,1,4,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,0,120,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,2,1,120,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,2,2,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,3,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,4,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,3,0,120,1.0,0.0,0.5,0.5,0.45
c4ai-command-r-08-2024,3,1,120,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,3,2,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,3,3,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,3,4,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,4,0,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,4,1,120,0.0,1.0,0.0,0.5,0.4
c4ai-command-r-08-2024,4,2,120,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,4,3,120,0.0,0.3333333333333333,0.0,0.5,0.2
c4ai-command-r-08-2024,4,4,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,0,3,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,0,1,3,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,0,2,3,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,0,3,3,0.75,1.0,0.625,1.0,0.8375
glm-4-9b-chat-1m,0,4,3,0.75,1.0,0.6,1.0,0.8300000000000001
glm-4-9b-chat-1m,1,0,3,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,1,1,3,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,1,2,3,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,1,3,3,0.75,1.0,0.25,1.0,0.725
glm-4-9b-chat-1m,1,4,3,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,2,0,3,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,2,1,3,0.5,0.16666666666666666,0.5,1.0,0.5
glm-4-9b-chat-1m,2,2,3,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,2,3,3,0.75,1.0,0.375,1.0,0.7625
glm-4-9b-chat-1m,2,4,3,0.75,1.0,0.4000000000000001,1.0,0.77
glm-4-9b-chat-1m,3,0,3,0.75,1.0,1.0,1.0,0.95
glm-4-9b-chat-1m,3,1,3,0.75,1.0,0.25,0.5,0.625
glm-4-9b-chat-1m,3,2,3,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,3,3,3,0.75,1.0,0.375,1.0,0.7625
glm-4-9b-chat-1m,3,4,3,0.75,1.0,0.6999999999999998,1.0,0.86
glm-4-9b-chat-1m,4,0,3,0.5,0.3333333333333333,0.0,0.5,0.3
glm-4-9b-chat-1m,4,1,3,0.5,0.16666666666666666,0.5,1.0,0.5
glm-4-9b-chat-1m,4,2,3,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,4,3,3,0.75,1.0,0.25,1.0,0.725
glm-4-9b-chat-1m,4,4,3,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,0,0,6,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,0,1,6,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,0,2,6,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,0,3,6,0.75,0.5,0.25,1.0,0.575
glm-4-9b-chat-1m,0,4,6,0.75,0.6,0.3,1.0,0.6199999999999999
glm-4-9b-chat-1m,1,0,6,0.0,1.0,0.0,0.5,0.4
glm-4-9b-chat-1m,1,1,6,0.75,1.0,0.25,0.5,0.625
glm-4-9b-chat-1m,1,2,6,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,1,3,6,0.75,0.5833333333333334,0.125,0.5,0.4625
glm-4-9b-chat-1m,1,4,6,0.75,1.0,0.10000000000000002,0.5,0.58
glm-4-9b-chat-1m,2,0,6,0.5,0.3333333333333333,0.5,0.5,0.45
glm-4-9b-chat-1m,2,1,6,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,2,2,6,0.75,0.5555555555555556,0.3333333333333333,1.0,0.6166666666666667
glm-4-9b-chat-1m,2,3,6,0.75,0.4166666666666667,0.125,0.5,0.4125
glm-4-9b-chat-1m,2,4,6,0.75,1.0,0.3,1.0,0.74
glm-4-9b-chat-1m,3,0,6,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,1,6,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,2,6,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,3,3,6,0.75,0.5833333333333334,0.625,0.0,0.5125
glm-4-9b-chat-1m,3,4,6,0.75,0.6,0.0,0.5,0.43
glm-4-9b-chat-1m,4,0,6,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,4,1,6,0.75,1.0,0.5,1.0,0.8
glm-4-9b-chat-1m,4,2,6,0.75,1.0,0.3333333333333333,1.0,0.75
glm-4-9b-chat-1m,4,3,6,0.75,1.0,0.125,0.5,0.5875
glm-4-9b-chat-1m,4,4,6,0.5,1.0,0.3,1.0,0.6900000000000001
glm-4-9b-chat-1m,0,0,13,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,0,1,13,0.5,1.0,0.25,0.5,0.575
glm-4-9b-chat-1m,0,2,13,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,0,3,13,0.75,0.5833333333333334,0.125,0.5,0.4625
glm-4-9b-chat-1m,0,4,13,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,0,13,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,1,1,13,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,2,13,0.75,1.0,0.16666666666666666,0.5,0.6
glm-4-9b-chat-1m,1,3,13,0.75,1.0,0.125,0.5,0.5875
glm-4-9b-chat-1m,1,4,13,0.0,0.6,0.0,0.5,0.27999999999999997
glm-4-9b-chat-1m,2,0,13,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,2,1,13,0.5,0.5,0.0,0.5,0.35
glm-4-9b-chat-1m,2,2,13,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,2,3,13,0.75,1.0,0.375,1.0,0.7625
glm-4-9b-chat-1m,2,4,13,0.75,0.3333333333333333,0.0,0.5,0.35
glm-4-9b-chat-1m,3,0,13,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,1,13,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,2,13,0.75,1.0,0.16666666666666666,0.5,0.6
glm-4-9b-chat-1m,3,3,13,0.75,0.5833333333333334,0.125,0.5,0.4625
glm-4-9b-chat-1m,3,4,13,0.75,0.6,0.0,0.5,0.43
glm-4-9b-chat-1m,4,0,13,0.5,0.3333333333333333,0.0,0.5,0.3
glm-4-9b-chat-1m,4,1,13,0.5,0.16666666666666666,0.0,0.5,0.25
glm-4-9b-chat-1m,4,2,13,0.5,1.0,0.16666666666666666,0.5,0.55
glm-4-9b-chat-1m,4,3,13,0.75,1.0,0.125,0.5,0.5875
glm-4-9b-chat-1m,4,4,13,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,0,0,28,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,0,1,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,2,28,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,0,3,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,4,28,0.75,0.6,0.0,0.5,0.43
glm-4-9b-chat-1m,1,0,28,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,1,1,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,2,28,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,1,3,28,0.75,0.5,0.0,0.5,0.4
glm-4-9b-chat-1m,1,4,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,2,0,28,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,2,1,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,2,2,28,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,2,3,28,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,2,4,28,0.75,1.0,0.10000000000000002,0.5,0.58
glm-4-9b-chat-1m,3,0,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,1,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,2,28,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,3,3,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,4,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,0,28,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,4,1,28,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,2,28,0.5,0.5555555555555556,0.0,0.5,0.3666666666666667
glm-4-9b-chat-1m,4,3,28,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,4,4,28,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,0,0,60,0.5,1.0,0.5,0.5,0.65
glm-4-9b-chat-1m,0,1,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,2,60,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,0,3,60,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,0,4,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,0,60,0.5,0.3333333333333333,0.0,0.5,0.3
glm-4-9b-chat-1m,1,1,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,2,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,3,60,0.75,0.5,0.0,0.5,0.4
glm-4-9b-chat-1m,1,4,60,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,2,0,60,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,2,1,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,2,2,60,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,2,3,60,0.75,0.25,0.0,0.5,0.325
glm-4-9b-chat-1m,2,4,60,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,3,0,60,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,3,1,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,2,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,3,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,4,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,0,60,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,4,1,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,2,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,3,60,0.75,0.5,0.0,0.5,0.4
glm-4-9b-chat-1m,4,4,60,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,0,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,1,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,0,2,120,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,0,3,120,0.75,0.4166666666666667,0.0,0.5,0.375
glm-4-9b-chat-1m,0,4,120,0.75,0.39999999999999997,0.0,0.5,0.37
glm-4-9b-chat-1m,1,0,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,1,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,1,2,120,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,1,3,120,0.0,0.5833333333333334,0.0,0.5,0.275
glm-4-9b-chat-1m,1,4,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,2,0,120,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,2,1,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,2,2,120,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,2,3,120,0.75,0.4166666666666667,0.0,0.5,0.375
glm-4-9b-chat-1m,2,4,120,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,3,0,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,1,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,3,2,120,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,3,3,120,0.0,0.0,0.0,0.5,0.1
glm-4-9b-chat-1m,3,4,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,0,120,0.5,1.0,0.0,0.5,0.5
glm-4-9b-chat-1m,4,1,120,0.75,1.0,0.0,0.5,0.55
glm-4-9b-chat-1m,4,2,120,0.75,0.5555555555555556,0.0,0.5,0.4166666666666667
glm-4-9b-chat-1m,4,3,120,0.75,0.5833333333333334,0.0,0.5,0.425
glm-4-9b-chat-1m,4,4,120,0.75,0.6,0.10000000000000002,0.5,0.45999999999999996
Meta-Llama-3.1-8B-Instruct,0,0,3,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,0,1,3,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,0,2,3,0.25,1.0,0.8333333333333334,1.0,0.8
Meta-Llama-3.1-8B-Instruct,0,3,3,0.25,0.5833333333333334,0.625,1.0,0.6125
Meta-Llama-3.1-8B-Instruct,0,4,3,0.25,0.4666666666666666,0.6,0.0,0.37
Meta-Llama-3.1-8B-Instruct,1,0,3,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,1,1,3,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,1,2,3,0.25,0.5555555555555556,0.3333333333333333,1.0,0.5166666666666667
Meta-Llama-3.1-8B-Instruct,1,3,3,0.25,0.5833333333333334,0.625,1.0,0.6125
Meta-Llama-3.1-8B-Instruct,1,4,3,0.25,0.5333333333333333,0.5,1.0,0.5599999999999999
Meta-Llama-3.1-8B-Instruct,2,0,3,0.25,0.0,1.0,1.0,0.55
Meta-Llama-3.1-8B-Instruct,2,1,3,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,2,2,3,0.25,1.0,0.8333333333333334,1.0,0.8
Meta-Llama-3.1-8B-Instruct,2,3,3,0.25,0.16666666666666666,0.875,1.0,0.5625
Meta-Llama-3.1-8B-Instruct,2,4,3,0.0,0.06666666666666665,0.4000000000000001,0.0,0.14
Meta-Llama-3.1-8B-Instruct,3,0,3,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,3,1,3,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,3,2,3,0.25,1.0,0.8333333333333334,1.0,0.8
Meta-Llama-3.1-8B-Instruct,3,3,3,0.25,1.0,0.75,1.0,0.775
Meta-Llama-3.1-8B-Instruct,3,4,3,0.75,1.0,0.9,1.0,0.9199999999999999
Meta-Llama-3.1-8B-Instruct,4,0,3,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,4,1,3,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,4,2,3,0.25,1.0,0.8333333333333334,1.0,0.8
Meta-Llama-3.1-8B-Instruct,4,3,3,0.25,1.0,0.75,1.0,0.775
Meta-Llama-3.1-8B-Instruct,4,4,3,0.25,1.0,0.6999999999999998,1.0,0.76
Meta-Llama-3.1-8B-Instruct,0,0,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,0,1,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,0,2,6,0.25,1.0,0.6666666666666666,1.0,0.75
Meta-Llama-3.1-8B-Instruct,0,3,6,0.25,0.5833333333333334,0.125,0.5,0.3625
Meta-Llama-3.1-8B-Instruct,0,4,6,0.25,0.26666666666666666,0.4000000000000001,1.0,0.45
Meta-Llama-3.1-8B-Instruct,1,0,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,1,1,6,0.25,0.5,0.5,1.0,0.55
Meta-Llama-3.1-8B-Instruct,1,2,6,0.25,1.0,0.6666666666666666,1.0,0.75
Meta-Llama-3.1-8B-Instruct,1,3,6,0.25,0.5833333333333334,0.5,1.0,0.575
Meta-Llama-3.1-8B-Instruct,1,4,6,0.25,0.5333333333333333,0.5,1.0,0.5599999999999999
Meta-Llama-3.1-8B-Instruct,2,0,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,2,1,6,0.25,0.5,0.5,1.0,0.55
Meta-Llama-3.1-8B-Instruct,2,2,6,0.25,1.0,0.6666666666666666,1.0,0.75
Meta-Llama-3.1-8B-Instruct,2,3,6,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,2,4,6,0.25,0.5333333333333333,0.4000000000000001,1.0,0.53
Meta-Llama-3.1-8B-Instruct,3,0,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,3,1,6,0.25,0.5,0.5,1.0,0.55
Meta-Llama-3.1-8B-Instruct,3,2,6,0.25,1.0,0.6666666666666666,1.0,0.75
Meta-Llama-3.1-8B-Instruct,3,3,6,0.25,1.0,0.625,1.0,0.7375
Meta-Llama-3.1-8B-Instruct,3,4,6,0.25,0.5333333333333333,0.6,1.0,0.5900000000000001
Meta-Llama-3.1-8B-Instruct,4,0,6,0.25,1.0,1.0,1.0,0.85
Meta-Llama-3.1-8B-Instruct,4,1,6,0.25,0.5,0.5,1.0,0.55
Meta-Llama-3.1-8B-Instruct,4,2,6,0.25,1.0,0.8333333333333334,1.0,0.8
Meta-Llama-3.1-8B-Instruct,4,3,6,0.25,1.0,0.625,1.0,0.7375
Meta-Llama-3.1-8B-Instruct,4,4,6,0.25,0.1333333333333333,0.20000000000000004,1.0,0.35
Meta-Llama-3.1-8B-Instruct,0,0,13,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,0,1,13,0.0,1.0,0.25,0.5,0.475
Meta-Llama-3.1-8B-Instruct,0,2,13,0.25,1.0,0.3333333333333333,1.0,0.65
Meta-Llama-3.1-8B-Instruct,0,3,13,0.25,0.08333333333333333,0.125,0.5,0.2125
Meta-Llama-3.1-8B-Instruct,0,4,13,0.25,1.0,0.20000000000000004,1.0,0.61
Meta-Llama-3.1-8B-Instruct,1,0,13,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,1,1,13,0.25,1.0,0.25,0.5,0.525
Meta-Llama-3.1-8B-Instruct,1,2,13,0.25,0.5555555555555556,0.3333333333333333,1.0,0.5166666666666667
Meta-Llama-3.1-8B-Instruct,1,3,13,0.25,1.0,0.625,1.0,0.7375
Meta-Llama-3.1-8B-Instruct,1,4,13,0.25,1.0,0.20000000000000004,1.0,0.61
Meta-Llama-3.1-8B-Instruct,2,0,13,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,2,1,13,0.75,0.16666666666666666,0.25,0.5,0.375
Meta-Llama-3.1-8B-Instruct,2,2,13,0.25,1.0,0.0,0.5,0.45
Meta-Llama-3.1-8B-Instruct,2,3,13,0.25,1.0,0.375,1.0,0.6625
Meta-Llama-3.1-8B-Instruct,2,4,13,0.25,0.6,0.20000000000000004,1.0,0.49000000000000005
Meta-Llama-3.1-8B-Instruct,3,0,13,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,3,1,13,0.25,0.5,0.25,0.5,0.375
Meta-Llama-3.1-8B-Instruct,3,2,13,0.0,0.0,0.0,0.5,0.1
Meta-Llama-3.1-8B-Instruct,3,3,13,0.75,1.0,0.25,1.0,0.725
Meta-Llama-3.1-8B-Instruct,3,4,13,0.0,1.0,0.10000000000000002,0.5,0.43
Meta-Llama-3.1-8B-Instruct,4,0,13,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,4,1,13,0.25,1.0,0.25,0.5,0.525
Meta-Llama-3.1-8B-Instruct,4,2,13,0.25,1.0,0.3333333333333333,1.0,0.65
Meta-Llama-3.1-8B-Instruct,4,3,13,0.25,0.5833333333333334,0.5,1.0,0.575
Meta-Llama-3.1-8B-Instruct,4,4,13,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,0,0,28,0.25,1.0,0.5,0.5,0.6
Meta-Llama-3.1-8B-Instruct,0,1,28,0.25,0.3333333333333333,0.25,0.5,0.325
Meta-Llama-3.1-8B-Instruct,0,2,28,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,0,3,28,0.25,1.0,0.125,0.5,0.4875
Meta-Llama-3.1-8B-Instruct,0,4,28,0.25,1.0,0.20000000000000004,1.0,0.61
Meta-Llama-3.1-8B-Instruct,1,0,28,0.25,0.3333333333333333,0.5,0.5,0.4
Meta-Llama-3.1-8B-Instruct,1,1,28,0.25,0.5,0.5,1.0,0.55
Meta-Llama-3.1-8B-Instruct,1,2,28,0.25,0.5555555555555556,0.3333333333333333,1.0,0.5166666666666667
Meta-Llama-3.1-8B-Instruct,1,3,28,0.25,1.0,0.0,0.5,0.45
Meta-Llama-3.1-8B-Instruct,1,4,28,0.25,1.0,0.5,1.0,0.7
Meta-Llama-3.1-8B-Instruct,2,0,28,0.25,1.0,0.0,0.5,0.45
Meta-Llama-3.1-8B-Instruct,2,1,28,0.25,1.0,0.0,0.5,0.45
Meta-Llama-3.1-8B-Instruct,2,2,28,0.25,1.0,0.16666666666666666,0.5,0.5
Meta-Llama-3.1-8B-Instruct,2,3,28,0.25,1.0,0.125,0.5,0.4875
Meta-Llama-3.1-8B-Instruct,2,4,28,0.25,0.6,0.0,0.5,0.32999999999999996
Meta-Llama-3.1-8B-Instruct,3,0,28,0.25,1.0,0.0,0.5,0.45
Meta-Llama-3.1-8B-Instruct,3,1,28,0.25,1.0,0.25,0.5,0.525
Meta-Llama-3.1-8B-Instruct,3,2,28,0.25,1.0,0.3333333333333333,1.0,0.65
Meta-Llama-3.1-8B-Instruct,3,3,28,0.25,1.0,0.25,1.0,0.625
